labels,text
"Hi Ben, and uh .. I said ""a little bit"" Ross. Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!",1
"Robot girlfriend. Mm, that was mine. Robot prostitute. Also mine. Wait. I'm confused. 
Why would you need both a robot girlfriend and a robot prostitute? There's just some things you don't do with your robot girlfriend.
Boy, when you met Bernadette, Boy, when you met Bernadette, the field of robotics really took a hit.",1
"Well, you-you coulda just turned the cushion over. Yeah, I would've except I had a big spaghetti stain on the other side. What?!?!",0
"One, two, three, four! You know the song! Sing along! So? No!",0
"Leonard, what time does your mom's plane get in? I don't know-- some time tomorrow morning. Don't you want to know for sure? No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",1
"So, what do you guys do? Oh, you know, Goth stuff. Goth magazines, Goth music.",0
"Fire alarm? Oh! Hi, officer,fireman, can-can I help you? We found your fire alarm in the trash chute. That's not mine. Yes it is.",0
"Okay, all right. That one was clever. Skeleton with phosphorous on a zip line. Come on out, merry pranksters. Take a bow. You should've seen your face. Yes, there's nothing quite like the slightly widened eyes of mildly startled.",1
"Yeah. I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something. Yeah. Yeah, that's what you need a good .. pill.",1
"Ha-ha, it's not my baby, ha-ha-ha! Very good,  so good. I really, really enjoyed it. Very exotic.",1
"Hey. Hey. A little mood lighting, huh? When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1
"You what the joke going around teacher's lounge was today Ma? Me I know this joke Everybody heard on the radio that some anonymous Ma was complaining that her dependent daughter Dorothy doesn't have a life of her own. What you think of the only grey head substitute teacher named Dorothy wasting her life away in Miami? I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",1
"What if we were to get in a car with a crazy person? Look at us, Sheldon.
We're the crazy people. Well, perhaps we should hold up a sign that assures passing motorists of our mental competence. Good idea.
Why don't you get started on that? Come on, let's just start walking. There's got to be a gas station or something nearby.",0
"What differences does it make if Leonard goes to Wil Wheaton's party? Wil Wheaton is Sheldon's mortal enemy. Mortal enemy? Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy? In fact, I have 61 of them. Would you like to see the list? Oh, say no, say no, say no, say no. You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.",1
"and pump it into his mom's Camry. Yeah, that's great. It's a funny story. Moving on. And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics. What was his name, sweetheart? Curtis, and I'm pretty sure he was joking. I don't know. That petition looked real to me. Yeah, okay, I think this ends the ex-boyfriend portion of our evening. Well, I'm just glad you finally found yourself a keeper.",0
"David who? David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David! Oh my God! Oh, you say someone's name enough, they turn around.",1
"That's what I love about science-- there's no one right answer. So...you and Zack again, huh? Yeah, yeah, me and Zack again. Were we here earlier? Okay, we should, we should go. Ah, not yet. I want to talk science with the science dudes. Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",1
"Have you seen Joey? What's the matter? Oh, just this!  Y'know what it's my fault really, because the couch is usually where we Hey, does somebody wanna hand me one of those tiles.",0
"How would I know if they fog up? The little man who lives in there, who turns the light on and off will tell you.",1
"Okay, why? I'm listening to you snore. I'm wondering how I'll ever sleep without it.",1
"Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks I don't know Chandler, I am not so good with remembering lines. Well thank God your livelihood doesn't depend on it.",1
"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again. Yeah I know, guess who beeped him? What?! I'm the ruptured spleen.",0
"I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah! Paper cut!",0
"What what? Hey, shaving? No, rabies.",1
"Oh, y'know the same thing happened to me one time. When did that happen to you?! Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture,I didn't have my camera! Oh yeah. First off all, chasing the Churo guy isn't jogging.",0
"You would leave me out of the conversation with the next guy if you dump Leonard? Why say it? Yes! Well, I would never leave you off my list, and not just because, without you, we're playing fast and loose with the word list. Well, good job. Now she hates me. Great. On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",1
"What are you doing? Oh, uh, Priya's calling in a few minutes on Skype, and we are gonna have a dinner date. It's 8:00 in the morning in Mumbai. 
How can she have dinner? Fine, whatever. 
Priya will be having breakfast. All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0
"Uh, belt's to tight, gotta change the belt. Did I turn the fish? No, cause I made lasagne. Am I out of control?",0
"Y'know what I think it is? I think you've made such a nice home for her over the last nine months that she just doesn't want to leave. Oh. Look at you making up crap for me. Oh God! Twenty-one hours, you're a hero.",0
"Hi. What's the matter with you? Mean guys at the coffee house took my hat You kidding It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore. Oh, wait a minute, I have no one.",1
"Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office. No, no. No need to apologize. Excuse me, can I say something? I just love both you guys, and I want you to get along. And when I say love"" I meant as a friend.
And, uh, way too soon, right? Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0
"No more ice-skating And I am not gonna go Niagra falls in a barrel. No Rose, that you should do.",1
"We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck. Okay, stop it Phoebe, you're getting me all tingly. All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?"" And did he?",0
"I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker. Maybe it's a contest, you know? Like ""Collect all five"".",1
"When did I say you were boring?! Oh my God, I remember now! We were playing chess! Phoebe! You and I have Oh, come on!",0
"Oh, good Lord. God, that's a good song. If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",1
"Well, if I do well in sales, I could end up making a lot more money than you. Not a problem. I grew up with a mother who emasculated my father financially and in every other aspect of his life, so... ...really, it's what I think love looks like. I'll be right back. I'm gonna go check on him. Maybe it's a good thing we came here. It's like a lesson in what not to do.",1
"This one's from Joey, feels like a book, think itÕs a book. And itÕs a book! Oh its Dr. Suse. That book got me through some tough times There is a little child inside this man. Yes, the doctor's say if they remove it, he will die!",1
"And the boots don't really go with it. You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",1
"Its Miami in June, only cats are wearing fur! You going out? No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.",1
"He switched over to high-energy radiation research, had a little mishap, and now the other guys are uncomfortable sitting next to him. You're in? Yeah, sure, why not? Great, we rehearse on Tuesdays at your place. Why at my place? Department of Energy said our regular space is kind of a hot zone. Nice meeting you. Yeah, you, too.
Leonard, I didn't know you played the cello. Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",1
"What choice did I have? She went behind my back and turned my own mother against me. Wow. You're not only our first astronaut.
You're also the first one of us to kick a girl out of bed. You're like a rock star. Little bit. I hate to say it, but she did kind of betray you. You see betrayal in others, but not yourself.",1
"This isn't so bad. That's easy for you to say. 
Your chair's not facing the lingerie section. Boy, that's a lot of panties. You guys comfy? This might take a while. You know, I don't understand why women insist on making a big production out of buying clothes. No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",1
I'm with you. I just have to make sure if I'm a synthetic human I'd still be Jewish. I promised my mother. I suppose you could have your android penis circumcised. But that's something your rabbi would have to discuss with the manufacturer. Not to mention you'd have to power down on saturdays.,0
"Well, what did you have? It doesn't matter because nothing beats a three and a six. That my friend is D-Cup. Okay, now much have you won so far?",0
I don't like sitting up here! I'm just gonna over No Rachel! They got here first! Why is Ross doing that? DANGER,0
"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was, and I may have made it seem like a bigger deal than I should have. Yeah, and Leonard and I are engaged now, and I'm just hoping we can put this whole thing behind us. Mm. I'd like that, too. Yeah, I thought I'd be okay with it, but then I saw how pretty you are. Oh, that's so sweet.
I mean, look at you-- you are gorgeous. It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.",0
"Now PERSON is depressed Rose. Do you think she is depressed about Rebecca No Rose, she is depressed because Marvel had manners on only once a week",1
What kind of a movie is this Dorothy? It's a musical Rose,1
"Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain. Amy, you're a neuroscientist.
Crack his skull open, spray some Raid in there. I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair. I love that you're too good to pee in the kitchen sink.",1
I am not talking to you I guess you are still upset with me about last night aren't you? No I am upset because crocodin turbs are wearing darker colors.,1
Well the tough thing is she really wants to have sex with me. Crazy bitch!,1
"There are many things seriously wrong with me. And not quirks, either.
Like... diagnosable psychological problems. Maybe brain damage. Well, how do I know you're not just saying that? Go out with me on one date, and I promise you, you'll see.",0
Did that! Grasp one of the linen strips by its  'easy grab tab' and pull it off in one quick pain free motion. Okay.  Ow!!!!! Ow-oh-oh! Was it not pain-free?,1
"Hey, guys, I need to use your TV. What's wrong with your TV? I don't know. It just died. I'm getting a bunch of static.",0
"Okay you are right, I am in love with Joey's girlfriend. What? How is that possible? You barely know her. I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person. No you are not Chandler, we still love you Chandler",1
Oh wait! Stop! Stop! Stop! Oh I'm sorry! Do you need a break? My boots in tan! Hey! Can you get a little closer so I can see the price? I can see it from right here. It'll cost you one husband.,1
"And she was like ""Oh, don't worry! I asked him. He's totally ok with seeing you!"". So now I have to go so he'll think that I'm totally ok with seeing him!",1
"We thought you might like to join us for dinner? I get the feeling Dorothy that you might be a little mad at me. Why is that? How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",0
"Ahh! Aren't you dressed yet? Am I naked again?! We're supposed to meet my parents in 15 minutes. Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",1
"Richard! Actually, I'm not here to complement the chef. Ohh ..  Oh, that's okay I hate when people come back to complement the chef. Like I have nothing better to do!",1
"But if you do, make sure it seems like you're there to see him, okay? And you're not, like, doing it as a favor to me. Okay, but If he asks, I am not going to lie.",0
"Nothing, nothing. Aaaah, what's wrong, c'mon. It's, I mean, it's nothing, I'm fine. It's my friends.",0
"Now I'm going out tonight. Would it be crazy to ask you to look at the outfit I'm going to wear? Oh, not crazy at all.
And don't beat yourself up. When I was your age, you could have me for a car ride and a bottle of strawberry wine. That will not be in this week's e-mail blast. So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",0
"Okay, here's what we're gonna do. Okay, I'm gonna break into this mini-van and put it in neutral. You guys push it forward so Ross can drive out of his spot. Okay?",0
"It's smashed beyond repair. What are you gonna do with it? What else? Sell it on eBay as ""slightly used."" It was Penny's boyfriend's, they broke up. Apparently, he posted intimate details of their physical relationship on his blog which I cannot find anywhere. I'm gonna go back and try talking to her again. Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.",1
"You're all inside it, and we hurtle through the very fabric of time. (electronic sound effects playing) And welcome to 20 years in the future. Hey, you guys just time-traveled.
Stop looking so bored. Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",1
"Wow, so you guys are like buds now? Oh, yeah, we hang out all the time. Plus, he doesn't have a girlfriend, I don't have a girlfriend. It's like we both had these holes in our lives, but now we fill each other's holes. that sounds a little funny to an American ear.",0
"Hi. I'm Penny. This is my friend, Sheldon. We're not friends at the moment. Depends on how this goes. Right, right. Anyway, Sheldon here is a huge fan of yours, and he was supposed to meet you the other day at the comic book store, but he kind of ended up in jail. I see. And you thought you'd just come over to my house uninvited? You said we were invited. Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",0
"or Leonard's gym membership. We're not kicking him out. 
Stuart and I have become good friends. Okay, one vote for, one vote against.
Leonard, you're the tiebreaker. I don't have a problem with Stuart.
Besides, he gives us a 20% discount at his comic book store. Well, I don't sell my friendship that cheaply. I can go 30. Welcome aboard, old chum. Okay, the NASA Web site says Howard's final descent has begun.",0
Well cathy's last boyfriend was Joey. And you're afraid you wont be able to fill his shoes I was saying the actual words,1
"See, if I am not buried with that ring then my spirit is going to wander the nether world for all eternity Okay, that's enough honey! I don't know. Let me see the ring. Great! Okay, here.",0
"Um, no. You should get one. What's that? It appears to be something preserved between two pieces of acrylic. Oh, it's a snowflake from the North Pole. Leonard gave it to me last year. Oh, God, that is so romantic. Yeah, it was. Leonard's really one of a kind. Saying that while holding a snowflake is a bit heavy-handed, don't you think?",1
"I've been talking to you for five minutes now about killing myself and no one's even looked up from their desk. Hang-hang on. Hey everybody! Uh, I'm gonna kill myself!",0
He also found an M and an O. We think it was trying to spell out monkey.,1
"Wow! This girl is good. Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before. I like her. Why? Because she can sing and play guitar and do both at the same time?",1
"It was a compromise. I lost. Can you believe Stuart's walking around taking credit for this party? Who cares? What do you mean ""who cares""? Look at what I pulled off here.
The deejay's on fire, there's a Tardis photo booth in the back room, and, oh, my God, the food! Stuart wanted Kraft Draculoni and cheese. You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",1
"I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus. Hi, here's the deal. We lost a carseat on a bus today. It's white plastic, with a handle, and it fits onto a stroller.",0
"Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step. You building a post office?",1
"to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins? No, Penny kissed me. Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.",0
"I remember when we first got engaged. Oh, I don't think I ever heard that story. Well, I'd gotten Judy pregnant. I still don't know how that happened.",1
"How do I look? Oh, um, I don't care!",1
"I am not divorced yet. Chandler, you know you just invited me over here for pasta and all of a sudden you are talking about moving in together. I wasn't even that hungry. Its getting really late and I should just umm. Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.",0
So you have replaced me. With what? A hand puppet Rose.,1
"Oh wait stop! Stop! Stop! Oh I am sorry, do you need a break?",1
[nodding] - Was that sarcasm? Noo..,1
"Uhh, the ball thing. Yeah? Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?! Yeah it would!",0
"Sorry, was that sarcasm? Sarcasm? Noo.",1
"You know what else I'm not gonna miss? ""I'm Monica. I wash the toilet 17 times a day. Even if people are on it!""",1
"Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone. No no, you don't have to fly back, really.",0
"Did you have fun at the bachelor's party last night? Oh yeah, look what I got, she is fully dressed right. And then you click it and oh oh she naked. And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",0
"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know. Phoebe why don't you just call her? You obviously want to. You think you know me so well. Well, don't  'cha wanna?",0
"And I cannot believe people pay for horoscopes, but on a more serious note, it's 8:13 and we're still not playing Halo. Fine. We'll just play one-on-one until he gets back. One-on-one? We don't play one-on-one. We play teams, not one-on-one. One-on-one. The only way we can play teams at this point is if we cut Raj in half. Sure, cut the foreigner in half. There's a billion more where he came from.",1
"Then we'll avoid him, we'll meet the new department head, congratulate him, shake his hand and go. How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",1
"It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies. It's that whole sensitive thing.",0
"Alright, want some French toast? It's oatmeal day. Tell you what, next French toast day, I'll make you oatmeal. Dear Lord, are you still going to be here on French toast day? Morning. Look, Leonard, Penny made French toast. Sorry, I haven't given her your schedule yet. It's an iCal download. She can put it right in her phone.",1
"Uh-huh. That sounds great! Hey! Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",0
Boy do I feel bad very bad. Chandler what are you doing? Chandler? Actually I yesterday I was smoking again. Today I am smoking still.,1
Okay. Let's use this brush. Okay. This stuff? Yeah. All right.,0
Still worried about the money you owe the government? I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,1
"Oh fine we will! Is that Paolo? Oh ma no, it was a little girl selling girl scout toilets.",1
"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer. Oh God... I'll be right there, Bernice. Look, please, please don't go anywhere, okay?",0
"Oh, look at you.
You, you look like you grew. Yeah.
The lack of gravity did decompress my spine, so I'm like an inch and a half taller. I'm going to the DMV tomorrow to get my license changed before I shrink back. Oh, uh, come in, come in. Oh, I, uh, I didn't think I was going to get to see you until tomorrow. Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0
"Thank you, Leonard. That doesn't make it sound boring at all. So, how you holding up? I'm fine. Oh, who are you kidding? She's breathtaking. So, Penny, Leonard tells me you're an actress. That must be pretty exciting. Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",1
"because you no longer wear underpants. The dice giveth and the dice taketh away. Is Raj out with Emily again? Yeah, every night for the last month. Wow, can't believe he has a girlfriend. Me neither. Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.",0
"Oh, but he was my pig man...how did I not see this? Oh! I know! It's because... he's gorgeous, and he's charming, and when he looks at you... Ok, Ok, Pheebs... The end.",0
"Well then we still have a problem. Yeah! With what? Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.",0
"It's Jake. Joey. Hey Jake, do you like the Knicks? Yeah, big fan. Me too! There's a game on Tuesday, do you wanna go?",0
"Okay, let me just get a cup of coffee. Oh Rachel, I know the best coffee house and it's sooo close. Closer than here? Oh, hey, look, I found coffee! Okay, let's skedaddle.",0
"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore. Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a Wow, you ah, you really like all this space stuff, huh? Yeah.",0
"I think we're fitting in quite nicely. It'd help if you weren't drinking light beer. What's so gothic about vodka and cranberry juice? Hello? It looks like blood. Did you even read the ""Wiki how"" link I sent you on being Goth? No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",0
"I don't suppose you also brought napkins, clean bowls, utensils and a roll of toilet paper. Right here. You guys are the best. What's with the clothes? Well, with all the new stuff I bought for work, I needed to make room in my closet. I meant why are they folded? 
But whatever. Ooh, what's this? That, believe it or not, is my prom dress. Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",1
"Well, the biggest news is still you dumping Barry at the altar! Alright. Let's talk reality for a second. Okay. When are you coming home?",0
Alright! Definitely! Sarcasm? At a sarcasmoholics meeting?,1
"Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning. With a man? No Blanche, with a venus fly trap",1
"Just your run-of-the-mill third nipple. You can take it off. Just slice that baby right off! Take your shirt off, and let's see what we're dealing with here.  What are you doing?",0
"You'll never guess who they got to replace you at work. Okay, I know what you're doing. Really? Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour.
Very Good. - Chocolate? - No, I don't want any chocolate!",0
"I just don't wanna give them any more ammunition than they already have. Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",1
It's 2:00 a.m. What are you doing up? Nobel Prize acceptance ceremony streaming live from Stockholm. Sure. You want to see what all the scientists are wearing this year.,1
"It was being sarcastic, alright I see I see I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again Oh, we wouldn't bother. You got off to a really good start with the group.",1
Do you always have to bring him here? I didn't wanna leave him alone. Alright? We- we had our first fight this morning.,0
"Wow. I don't know which hurts worse-- my nose or my heart. Well, I'm done speaking to you. Don't be like that. You two need to talk this out. Yeah, 'cause you sound really funny. Sheldon, I'm sorry I didn't tell you about the surgery, but you were worried about nothing. Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.",0
"Okay? Hi Emma, it's the year 2020. Are you still enjoying your nap?",1
"It isnt working We have to unscrew the chain Hurry, I can't feel my ears Can you ever feel your ears? Interesting Oh I left them in my bulldozer .. I don't have tools!",1
"Are you depressed about Glen? No, I am depressed becaues Phillis George left the morning news.",1
"I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour. It's Lafite. The '74 Latour is actually drinking quite nicely. All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong. I just called a friend of mine.",0
"Yeah! And also, a little like a French guy. I never noticed that before. What are you up too?",0
Chandler? Hey! Ah! What do you think? I think I can see your scalp! What do you know? Its a treat for the eyes and the ears.,1
"Oh Monica, we are so sorry. For what? Well first, for forgetting to throw you a bridal shower. And then for forgetting to invite you to it.",0
"This is one of my favorite places to kick back after a quest. They have a great house ale. Cool tiger. Yeah, I've had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest. That sounds interesting. You'll think about it? I don't think I'll be able to stop thinking about it.",1
"I know, they're gonna be Ohh ..   I mean two best friends falling in love, how often does that happen? Not No! I'm so happy for them!",0
Hey Sheldon. Hello Penny. Get anything good? Just the latest copy of Applied Particle Physics quarterly.,1
"This is amazing.
How did you even get this idea? I called your dad.
I asked him what things you liked to do when you were a kid. This seemed easier than getting a cow out here so you could tip it. Okay, you're kind of really great. You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?",1
"but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it. Wise. There you go. Just like recovering alcoholics drink in the Caribbean. Hi, bestie. Oh. Hi, Amy. How you been? Fine. From this angle, I can see up your nose. Yeah, it's a great time to be alive, isn't it?",1
"Chandler. I sensed it was you. What?! Unagi. I'm always aware. Okay, are you aware unagi  is an eel?",1
"Why?!! Uh well umm .. we're just not in that place, y'know? But we're very excited about this. Oh. Well then shut me up. Just tell me how.",1
"It is not a fly Rose Spanish fly is not a fly? No, it's a beetle. They call it a fly but its really a beetle? Yes How did they know its Spanish? Because it wears a little sunbrella Rose.",1
"Could guys please try to keep It down? We are trying to start a tournament. These people find out that a spelling game is going over there, there will be nobody left at our party.",1
Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? That is the coast guard!,0
"You are now the only woman in my life who I'll see naked in the bathroom. I know this wasn't easy.
You doing okay? Oh, I'm fine.
It's just her I'm worried about. Aw, she'll be okay.
She's a grown woman. I know. 
It's just ever since my dad left, I've felt responsible for her. That's a lot for a kid to deal with. She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",0
"Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go! Hell I have never been good to go, so, what the hell why not try some jewellery huh? Oh man! You are so wearing that bracelet! I so am You have any idea what this will do to your sex life? Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",1
"What are you seeing? Nightmare on Elm Street 4 Do you have to see 1, 2 and 3 to appreciate it? No Rose, it stands alone.",1
Probably just misses her mother. It needs to hear a feminine voice. What was I doing? My ben gazara in person?,1
"Ask me why. Do I have to? Of course. That's how you move a conversation forward. Why? The learning opportunities would be abundant. Additionally, I like having my belly scratched. I hope I'm a waitress at the Cheesecake Factory for my whole life.",1
My new computer came with Windows 7. Windows 7 is much more use r- friendly than Windows Vista. I don't like that. Don't you think looking for a new city to live in is a bit of an overreaction?,0
"Definitely! Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler! It would be nice to have a little guarantee though.",1
Can you give me a closer look so that I can see the price? I can see it from right here. It'll cost you one husband.,1
"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment. OK. OK. Here goes. For a while now, I've been wanting to, um.... Ohhh!!!!",0
"Here we go. Pad thai, no peanuts. But does it have peanut oil? I'm not sure. Everyone keep an eye on Howard in case he starts to swell up. Since it's not bee season, you can have my epinephrine.",0
"This would be the place where you explain the hat Oh, Okay. This is called the top hat? And why are you wearing this? Is it top hat? Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff. And you are gonna make them all disappear.",1
"That's very nice of you, but I made other plans. Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready. Hi, Howard. Hi, Sheldon. Hello. Hey. Why are you holding hands? I forbid you to hold hands. Rajesh, you know Leonard and I spent the night together. Yeah, but you were just sleeping, because I forboded you to have sex.",0
"Nobody respects the bucket! You wouldn't believe what people put in here! Look! Okay, does this look like a garbage can to you?",0
"Why wouldn't I be married when I am forty? Oh no no no, I just meant hypothetically Ok , hypothetically, why won't I be married when I am forty? No No, what is it? Is there something fundamentally unmarriable about me? Dear god, this parachute is a knapsack",1
"Uh, okay, Pheebs? Yeah? Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out? Yeah?",0
It was quite hard .. Was just being sarcastic! Nooo!,1
"You and I were, uh doing it on this table You okay there? I can't belive you two had sex in her dream. I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",1
"This thing has to hold up against a hearty potato-based diet. I feel terrible Maybe if you were helping, you'd feel better about yourself. I deliberately tried to sabotage Stuart's date with Penny. Of course you feel terrible. You completely screwed up your karma. You don't really believe in that superstition, do you?",0
You roll another hard eight and we get married here tonight. Are you serious?! Yes! I love you! I've never loved anybody as much as I love you.,0
The only thing we have in common is under the sheets Whats under the sheets? His cappucino maker.,1
"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie. Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie. What? Whoa, whoa whoa whoa, what do you mean, Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",0
"My family's been going to him forever. He did my first suit when I was 15. No wait 16. Excuse me, 15 ...  Alright when was 1990? You have to stop the Q-Tip when there is resistance",1
"Well ofcourse Blanche , they did it in that movie. What movie? Lords of Arabia",1
"Like what? Your incomplete set of <i>Star Trek</i> collector plates? For your information, I just bought the last one I needed on eBay. Without asking me? There were only three minutes left in the auction and it was a mint condition Scotty from a smoke-free home. How much, Howie? Not a lot. How much? Let's not talk about this in front of our friends.",0
"I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears. Oh, my God, now I know what I sound like to you when I say stupid stuff. Ooh, a pocket watch. Okay, I don't think Amy wants a pocket watch. No, but maybe she wants a man with a pocket watch.",0
"Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more. What-wh-what so we'll just stay married forever?",1
"Okay, I can do that! Oh, by the way, I Why don't we do a trial run. Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please? I'm the supply manager.",0
"My tongue won't go as far forward as it used to. Maybe your tongue is shrinking. Nope. Oh, you have no idea how annoying this is. I'm starting to get a sense of it.",1
"Should I give him another chance? It's up to you. He didn't call your experiment stupid. Come here, tushy face. ""Tushy face. "" Raj, you should've seen Leonard's experiment. Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",0
"What, Sheldon? What, Sheldon?! What, Sheldon?! Tell me what you see here. The blunt instrument that will be the focus of my murder trial?",1
"You still didn't pick a date. Stay out of it! Shut up! Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",0
"Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science. And you want to rub my nose in the fact that my contributions are being overlooked again? I am the William Shatner of theoretical physics. All right, I'll play. What self-important, preening fraud are they honoring this year? Oh, I'm so glad you asked it like that. You.",1
